Title,Composer,Permlink,Instrumentation,Key,Piece Style,First Performance,Year/Date of Composition,Composer Time Period,Average Duration
"'L'elisire d'amore' de Donizetti, Op.35","Herman, Jules","https://imslp.org/wiki/'L'elisire_d'amore'_de_Donizetti,_Op.35_(Herman,_Jules)","Flute, piano",,Romantic,,,Romantic,
"'La flûte enchantée' fantaisie, Op.97","Clodomir, Pierre François","https://imslp.org/wiki/'La_flûte_enchantée'_fantaisie,_Op.97_(Clodomir,_Pierre_François)","cornet (A), piano",D major to A major,Romantic,,,Romantic,
"'La straniera' de Bellini, Op.25","Herman, Jules","https://imslp.org/wiki/'La_straniera'_de_Bellini,_Op.25_(Herman,_Jules)","Flute, piano",,Romantic,,,Romantic,
"'La straniera' fantaisie, Op.101","Clodomir, Pierre François","https://imslp.org/wiki/'La_straniera'_fantaisie,_Op.101_(Clodomir,_Pierre_François)","cornet (A), piano",,Romantic,,,Romantic,
'Languisce al fin' - 5 voices version of the same madrigal (:orig. six voices) for Luigi Gaggero's 'La dolce maniera',"Politano, Antonio","https://imslp.org/wiki/'Languisce_al_fin'_-_5_voices_version_of_the_same_madrigal_(:orig._six_voices)_for_Luigi_Gaggero's_'La_dolce_maniera'_(Politano,_Antonio)","6 voices: (soprano, alto, countertenor (or alto), 2 tenors, bass)",,Modern,,2011/12,Modern,5 minutes
'Leven Forty-Five From The Hotel,"Mills, Kerry","https://imslp.org/wiki/'Leven_Forty-Five_From_The_Hotel_(Mills,_Kerry)",piano,,Romantic,,,Romantic,
'Liberty to the Captives' March,"Clauder, Walter","https://imslp.org/wiki/'Liberty_to_the_Captives'_March_(Clauder,_Walter)",orchestra,G major,Early 20th century,,1903-04 ca.,Early 20th century,5 minutes
'Maliella,"Biscardi, Luigi","https://imslp.org/wiki/'Maliella_(Biscardi,_Luigi)","voice, piano",B-flat major,Romantic,,,Romantic,4 minutes
"'Marche' Helm 1,1","Bach, Carl Philipp Emanuel","https://imslp.org/wiki/'Marche'_Helm_1,1_(Bach,_Carl_Philipp_Emanuel)",keyboard,,Baroque,,1725,Classical,
'Menuett' Helm 66/VI,"Bach, Carl Philipp Emanuel","https://imslp.org/wiki/'Menuett'_Helm_66/VI_(Bach,_Carl_Philipp_Emanuel)",keyboard,E minor,Classical,,1751,Classical,13-20 minutes
"'Mercy, not Sacrifice'","Garber, Ryan","https://imslp.org/wiki/'Mercy,_not_Sacrifice'_(Garber,_Ryan)","flute, oboe, clarinet in Bb, bassoon, horn in F, 2 violins, viola, cello",,Modern,,1995,Modern,
"'Mercè!', grido piangendo - 5 voices version of the same madrigal (:orig. 6 voices) for Luigi Gaggero's 'La dolce maniera'","Politano, Antonio","https://imslp.org/wiki/'Mercè!',_grido_piangendo_-_5_voices_version_of_the_same_madrigal_(:orig._6_voices)_for_Luigi_Gaggero's_'La_dolce_maniera'_(Politano,_Antonio)","6 voices (soprano, mezzosoprano, countertenor (or alto), 2 tenors, bass)",,Modern,,2011,Modern,3 minutes
'Mid the Fields of Snowy Cotton,"Heinzman, John A.","https://imslp.org/wiki/'Mid_the_Fields_of_Snowy_Cotton_(Heinzman,_John_A.)","voice, piano",C major,Early 20th century,,,Early 20th century,
'Mmasciatelle d'ammore,"Piscopo, Massimo","https://imslp.org/wiki/'Mmasciatelle_d'ammore_(Piscopo,_Massimo)","voice, piano",,Modern,,2007/03/24,Modern,
'N' Everthing,"De Sylva, B. G.","https://imslp.org/wiki/'N'_Everthing_(De_Sylva,_B._G.)","voice, piano",E-flat major,Early 20th century,,,Early 20th century,
'Na bella nuvità,"Gambardella, Salvatore","https://imslp.org/wiki/'Na_bella_nuvità_(Gambardella,_Salvatore)","voice, piano",F minor,Romantic,,,Early 20th century,3 minutes
'Na palummella janca...,"Nutile, Emmanuele","https://imslp.org/wiki/'Na_palummella_janca..._(Nutile,_Emmanuele)","voice, piano",,Early 20th century,,,Romantic,
'Ncampagna,"Salzano, Giuseppe","https://imslp.org/wiki/'Ncampagna_(Salzano,_Giuseppe)","voice, piano",F major,Early 20th century,,,Early 20th century,4 minutes
'Ncore!,"Denza, Luigi","https://imslp.org/wiki/'Ncore!_(Denza,_Luigi)","voice, piano",E-flat major,Romantic,,,Romantic,3 minutes
'Neath Angel Wings,"Derric, Max","https://imslp.org/wiki/'Neath_Angel_Wings_(Derric,_Max)","voice, piano",D major,Romantic,,,Romantic,
'Neath Hawaiian Skies,"Rawlings, Charles Arthur","https://imslp.org/wiki/'Neath_Hawaiian_Skies_(Rawlings,_Charles_Arthur)",piano,,Romantic,,,Romantic,
'Neath the Pines of Vermont,"Strouse, Horace","https://imslp.org/wiki/'Neath_the_Pines_of_Vermont_(Strouse,_Horace)","voice, piano",G major,Early 20th century,,,Early 20th century,
'Neath the Spreading Chestnut Tree,"Bloom, Evelyn","https://imslp.org/wiki/'Neath_the_Spreading_Chestnut_Tree_(Bloom,_Evelyn)","voice, piano",F major,Early 20th century,,,Early 20th century,
'Ngajola,"Scognamiglio, Gaetano","https://imslp.org/wiki/'Ngajola_(Scognamiglio,_Gaetano)","voice, piano",A major,Romantic,,,Romantic,4 minutes
'O 'i lloco 'o pazzo,"Chiarolanza, Giuseppe","https://imslp.org/wiki/'O_'i_lloco_'o_pazzo_(Chiarolanza,_Giuseppe)","voice, piano",B-flat major,Romantic,,,Romantic,3 minutes
'O 'mbruglione,"Fragna, Luigi","https://imslp.org/wiki/'O_'mbruglione_(Fragna,_Luigi)","voice, piano",G major,Romantic,,,Romantic,3 minutes
'O Malho',"Bastos, Henrique Teixeira de Souza","https://imslp.org/wiki/'O_Malho'_(Bastos,_Henrique_Teixeira_de_Souza)",piano,D major,Early 20th century,,1919,Early 20th century,
'O Malho',"Braga, José Mauricio","https://imslp.org/wiki/'O_Malho'_(Braga,_José_Mauricio)",piano,B minor,Early 20th century,,1919 ca.,Early 20th century,
'O Malho' na ponta,"Guimarães, Amadeu","https://imslp.org/wiki/'O_Malho'_na_ponta_(Guimarães,_Amadeu)",piano,A minor,Early 20th century,,1918 ca.,Early 20th century,
'O Napulitano,"Falvo, Rodolfo","https://imslp.org/wiki/'O_Napulitano_(Falvo,_Rodolfo)","voice, piano",,Early 20th century,,,Romantic,
'O Perezzullo,"Valente, Vincenzo","https://imslp.org/wiki/'O_Perezzullo_(Valente,_Vincenzo)","voice, piano",C major,Romantic,,,Romantic,3 minutes
'O Rafè pos''a pippa!,"Marcoffi, Matteo","https://imslp.org/wiki/'O_Rafè_pos''a_pippa!_(Marcoffi,_Matteo)","voice, piano",F major,Romantic,,,Romantic,3 minutes
'O Surdato 'e quinnece juorne,"Conte, N.","https://imslp.org/wiki/'O_Surdato_'e_quinnece_juorne_(Conte,_N.)","voice, piano",D-flat major,Romantic,,,Romantic,3 minutes
'O broro comme t'o faje Pummarulé,"De Angelis, G.","https://imslp.org/wiki/'O_broro_comme_t'o_faje_Pummarulé_(De_Angelis,_G.)","voice, piano",F major,Romantic,,,Romantic,3 minutes
'O cacciatore,"Valente, Vincenzo","https://imslp.org/wiki/'O_cacciatore_(Valente,_Vincenzo)","voice, piano",E-flat major,Romantic,,,Romantic,3 minutes
'O cafone a Napule,"Guida, Prospero","https://imslp.org/wiki/'O_cafone_a_Napule_(Guida,_Prospero)","voice, piano",A-flat major,Romantic,,,Romantic,2 minutes
'O cafè chantant,"Fragna, Luigi","https://imslp.org/wiki/'O_cafè_chantant_(Fragna,_Luigi)","voice, piano",D major,Romantic,,,Romantic,3 minutes
'O cantastorie,"Albin, Federico","https://imslp.org/wiki/'O_cantastorie_(Albin,_Federico)","voice, piano",C major,Romantic,,,Romantic,3 minutes
'O cavallo d''o colonnello,"De Gregorio, Giuseppe","https://imslp.org/wiki/'O_cavallo_d''o_colonnello_(De_Gregorio,_Giuseppe)","voice, piano",F major,Romantic,,,Romantic,3 minutes
'O chiavino,"Chiarolanza, Giuseppe","https://imslp.org/wiki/'O_chiavino_(Chiarolanza,_Giuseppe)","voice, piano",F major,Romantic,,,Romantic,3 minutes
'O cocco fresco,"Fanti, Carlo","https://imslp.org/wiki/'O_cocco_fresco_(Fanti,_Carlo)","voice, piano",F minor,Romantic,,,Romantic,3 minutes
'O core tanto!,"Anatra, Emilio","https://imslp.org/wiki/'O_core_tanto!_(Anatra,_Emilio)","voice, piano",E major,Romantic,,,Romantic,3 minutes
'O cucchiere,"De Gregorio, Giuseppe","https://imslp.org/wiki/'O_cucchiere_(De_Gregorio,_Giuseppe)","voice, piano",G major,Romantic,,,Romantic,3 minutes
'O cungedato,"Giannelli, Giuseppe","https://imslp.org/wiki/'O_cungedato_(Giannelli,_Giuseppe)","voice, piano",C major,Romantic,,,Romantic,3 minutes
'O cungedato d''o 69,"Panunzio, C.","https://imslp.org/wiki/'O_cungedato_d''o_69_(Panunzio,_C.)","voice, piano",A major,Romantic,,,Romantic,3 minutes
'O ffuoco,"Barthélemy, Richard","https://imslp.org/wiki/'O_ffuoco_(Barthélemy,_Richard)","voice, piano",C major,Romantic,,,Early 20th century,3 minutes
'O frutto nuviello!,"Gambardella, Salvatore","https://imslp.org/wiki/'O_frutto_nuviello!_(Gambardella,_Salvatore)","voice, piano",G major,Romantic,,,Early 20th century,3 minutes
'O fuoco d' 'o Vesuvio,"Scognamiglio, Gaetano","https://imslp.org/wiki/'O_fuoco_d'_'o_Vesuvio_(Scognamiglio,_Gaetano)","voice, piano",E minor,Romantic,,1895,Romantic,4 minutes
'O garibaldino,"Fanti, Carlo","https://imslp.org/wiki/'O_garibaldino_(Fanti,_Carlo)","voice, piano",E minor,Romantic,,,Romantic,4 minutes
'O jettatore,"Valente, Vincenzo","https://imslp.org/wiki/'O_jettatore_(Valente,_Vincenzo)","voice, piano",F major,Romantic,,,Romantic,3 minutes
'O llariulà!,"Chiarolanza, Giuseppe","https://imslp.org/wiki/'O_llariulà!_(Chiarolanza,_Giuseppe)","voice, piano",C minor,Romantic,,,Romantic,3 minutes
'O malandrino,"Valente, Vincenzo","https://imslp.org/wiki/'O_malandrino_(Valente,_Vincenzo)","voice, piano",G major,Romantic,,,Romantic,3 minutes
'O mare e ba,"Gambardella, Salvatore","https://imslp.org/wiki/'O_mare_e_ba_(Gambardella,_Salvatore)","voice, piano",G minor,Romantic,,,Early 20th century,4 minutes
'O marenare 'e Mergellina,"De Crescenzo, Costantino","https://imslp.org/wiki/'O_marenare_'e_Mergellina_(De_Crescenzo,_Costantino)","voice, piano",F major,Romantic,,,Romantic,3 minutes
'O marenariello,"Gambardella, Salvatore","https://imslp.org/wiki/'O_marenariello_(Gambardella,_Salvatore)","voice, piano",G minor,Romantic,,1893,Early 20th century,3 minutes
'O marito,"Di Chiara, Vincenzo","https://imslp.org/wiki/'O_marito_(Di_Chiara,_Vincenzo)","voice, piano",G minor,Romantic,,,Early 20th century,3 minutes
'O matremmonio d''o Princepe,"Russo-Galeota, Ernesto","https://imslp.org/wiki/'O_matremmonio_d''o_Princepe_(Russo-Galeota,_Ernesto)","voice, piano",D major,Romantic,,1896,Romantic,3 minutes
'O piccerillo 'e 'on Pascalino,"Tinto, Giuseppe","https://imslp.org/wiki/'O_piccerillo_'e_'on_Pascalino_(Tinto,_Giuseppe)","voice, piano",C major,Romantic,,,Romantic,3 minutes
'O pizzaiuolo viecchio,"Scognamiglio, Gaetano","https://imslp.org/wiki/'O_pizzaiuolo_viecchio_(Scognamiglio,_Gaetano)","voice, piano",G minor,Romantic,,1896,Romantic,4 minutes
'O plico,"Clausetti, Carlo","https://imslp.org/wiki/'O_plico_(Clausetti,_Carlo)","voice, piano",C major,Romantic,,,Romantic,3 minutes
'O ppoco 'e Pusilleco!,"De Gregorio, Giuseppe","https://imslp.org/wiki/'O_ppoco_'e_Pusilleco!_(De_Gregorio,_Giuseppe)","voice, piano",E-flat major,Early 20th century,,,Romantic,3 minutes
'O primm'Ammore,"Gambardella, Salvatore","https://imslp.org/wiki/'O_primm'Ammore_(Gambardella,_Salvatore)","voice, mandolin",C major,Early 20th century,,,Early 20th century,3 minutes
'O punticcio,"De Nardis, Camillo","https://imslp.org/wiki/'O_punticcio_(De_Nardis,_Camillo)","voice, piano",F major,Romantic,,,Romantic,3 minutes
'O quanto l'anima' with a Rondo for Piano 4-Hands,"Jansen, Louis","https://imslp.org/wiki/'O_quanto_l'anima'_with_a_Rondo_for_Piano_4-Hands_(Jansen,_Louis)",piano 4-hands,G major,Classical,,,Classical,
'O rilorgio mio!...,"Capolongo, Giuseppe","https://imslp.org/wiki/'O_rilorgio_mio!..._(Capolongo,_Giuseppe)","voice, piano",F major,Romantic,,,Romantic,3 minutes
'O ritratto d''o core,"Falcon, Leopoldo","https://imslp.org/wiki/'O_ritratto_d''o_core_(Falcon,_Leopoldo)","voice, piano",C major,Early 20th century,,,Early 20th century,2 minutes
'O ritratto d''o core,"Falcon, Luigi","https://imslp.org/wiki/'O_ritratto_d''o_core_(Falcon,_Luigi)","voice, piano",C major,Early 20th century,,,Early 20th century,2 minutes
'O romito,"Fredi, Silvio","https://imslp.org/wiki/'O_romito_(Fredi,_Silvio)","voice, piano",G major,Romantic,,,Romantic,3 minutes
'O rubbinetto,"De Gregorio, Giuseppe","https://imslp.org/wiki/'O_rubbinetto_(De_Gregorio,_Giuseppe)","voice, piano",E-flat major,Romantic,,,Romantic,3 minutes
'O sargente 'e Bersagliere,"Criscuolo, Luigi","https://imslp.org/wiki/'O_sargente_'e_Bersagliere_(Criscuolo,_Luigi)","voice, piano",G major,Romantic,,,Romantic,4 minutes
'O sbadiglio,Albertin,https://imslp.org/wiki/'O_sbadiglio_(Albertin),"voice, piano",B-flat major,Romantic,,,Romantic,3 minutes
'O scrivano,"Di Chiara, Vincenzo","https://imslp.org/wiki/'O_scrivano_(Di_Chiara,_Vincenzo)","2 voices, piano",F major,Romantic,,,Early 20th century,3 minutes
'O scrivano,"Valente, Vincenzo","https://imslp.org/wiki/'O_scrivano_(Valente,_Vincenzo)","2 voices, piano",D major,Romantic,,,Romantic,3 minutes
'O sentimento,"Di Capua, Eduardo","https://imslp.org/wiki/'O_sentimento_(Di_Capua,_Eduardo)","voice, mandolin",G major,Romantic,,,Romantic,3 minutes
'O sfaticato,"Galgani, Eduardo","https://imslp.org/wiki/'O_sfaticato_(Galgani,_Eduardo)","voice, piano",D major,Romantic,,,Romantic,3 minutes
'O sfruculiamiento,"Montagna, Alberto","https://imslp.org/wiki/'O_sfruculiamiento_(Montagna,_Alberto)","voice, piano",E-flat major,Romantic,,,Romantic,3 minutes
'O sinnaco d''o paese,"Segrè, Raffaele","https://imslp.org/wiki/'O_sinnaco_d''o_paese_(Segrè,_Raffaele)","voice, piano",F major,Romantic,,,Romantic,3 minutes
'O sole mio,"Di Capua, Eduardo","https://imslp.org/wiki/'O_sole_mio_(Di_Capua,_Eduardo)","voice, piano",,Romantic,,,Romantic,
'O suonno d''o cungedato,"Ricciardi, Vincenzo","https://imslp.org/wiki/'O_suonno_d''o_cungedato_(Ricciardi,_Vincenzo)","voice, piano",E-flat major,Romantic,,,Early 20th century,3 minutes
'O surdatiello,"Scotto Pagliara, Gennaro","https://imslp.org/wiki/'O_surdatiello_(Scotto_Pagliara,_Gennaro)","voice, piano",A-flat major,Romantic,,,Romantic,2 minutes
'O surdato 'nnammurato,"Cannio, Enrico","https://imslp.org/wiki/'O_surdato_'nnammurato_(Cannio,_Enrico)","voice, piano",D minor,Romantic,,,Early 20th century,3 minutes
'O surdato,"Montagna, Alberto","https://imslp.org/wiki/'O_surdato_(Montagna,_Alberto)","voice, piano",A major,Romantic,,,Romantic,3 minutes
'O surdato sbruffone,"Cannio, Enrico","https://imslp.org/wiki/'O_surdato_sbruffone_(Cannio,_Enrico)","voice, piano",F major,Romantic,,,Early 20th century,3 minutes
'O surdato!,"De Crescenzo, Vincenzo","https://imslp.org/wiki/'O_surdato!_(De_Crescenzo,_Vincenzo)","voice, piano",G major,Romantic,,,Romantic,3 minutes
'O telefreco senza file,"Silvestri, A.","https://imslp.org/wiki/'O_telefreco_senza_file_(Silvestri,_A.)","voice, piano",E-flat major,Romantic,,,Romantic,3 minutes
'O tenentiello,"De Luca, Luigi","https://imslp.org/wiki/'O_tenentiello_(De_Luca,_Luigi)","voice, piano",G minor,Romantic,,,Romantic,3 minutes
'O trabando d' 'o Maggiore,"Gambardella, Salvatore","https://imslp.org/wiki/'O_trabando_d'_'o_Maggiore_(Gambardella,_Salvatore)","soprano, piano",,Romantic,,1890 ca.,Early 20th century,
'O vizio Teresina,"De Gregorio, Giuseppe","https://imslp.org/wiki/'O_vizio_Teresina_(De_Gregorio,_Giuseppe)","voice, piano",C major,Romantic,,,Romantic,3 minutes
"'Oberon' fantaisie, Op.99","Clodomir, Pierre François","https://imslp.org/wiki/'Oberon'_fantaisie,_Op.99_(Clodomir,_Pierre_François)","cornet (A), piano",,Romantic,,,Romantic,
'S Wonderful,"Gershwin, George","https://imslp.org/wiki/'S_Wonderful_(Gershwin,_George)","voice, piano",E-flat major,Early 20th century,,,Early 20th century,
'S kommt ein Vogel geflogen,"Ochs, Siegfried","https://imslp.org/wiki/'S_kommt_ein_Vogel_geflogen_(Ochs,_Siegfried)",orchestra ; salon orchestra ; military bands ; piano 4-hands ; piano,,Romantic,,,Romantic,
'Schön Rosmarin',"Kirsch, Alexander","https://imslp.org/wiki/'Schön_Rosmarin'_(Kirsch,_Alexander)","violin, piano",,Romantic,,,Early 20th century,
'Smoky Fingers!',"Simpson, Cameron Lee","https://imslp.org/wiki/'Smoky_Fingers!'_(Simpson,_Cameron_Lee)",piano,G major,Jazz,,2025,Modern,3 minutes
"'Sunrise' Interlude, V.40","Vaitzman, Or","https://imslp.org/wiki/'Sunrise'_Interlude,_V.40_(Vaitzman,_Or)","flute, alto flute, bass flute, glass harmonica, 4 violins, cello, double bass, viola da gamba, percussive organ",F major,Classical,,2018,Modern,
'Till Morning Light,"Barton, Marmaduke Miller","https://imslp.org/wiki/'Till_Morning_Light_(Barton,_Marmaduke_Miller)","voice, piano",G major,Early 20th century,,,Early 20th century,3 minutes
'Till Then,"Heinzman, Otto M.","https://imslp.org/wiki/'Till_Then_(Heinzman,_Otto_M.)","voice, piano",E-flat major,Early 20th century,,,Early 20th century,
'Till the End O' the World with You,"Dixon, Harold","https://imslp.org/wiki/'Till_the_End_O'_the_World_with_You_(Dixon,_Harold)","voice, piano",A-flat major,Early 20th century,,,Early 20th century,
'Tis All I Know,"Kummer, Clare","https://imslp.org/wiki/'Tis_All_I_Know_(Kummer,_Clare)","voice, piano",E-flat major,Romantic,,,Early 20th century,3 minutes
'Tis But a Little Faded Flower,"Thomas, John Rogers","https://imslp.org/wiki/'Tis_But_a_Little_Faded_Flower_(Thomas,_John_Rogers)","voice, piano",G major,Romantic,,,Romantic,
'Tis But a Rosebud Faded,"Winner, Joseph Eastburn","https://imslp.org/wiki/'Tis_But_a_Rosebud_Faded_(Winner,_Joseph_Eastburn)","voice, piano",E-flat major,Romantic,,,Romantic,3 minutes
'Tis But an Hour since First We Met,"Woolley, W. Preston","https://imslp.org/wiki/'Tis_But_an_Hour_since_First_We_Met_(Woolley,_W._Preston)",unknown for the original,,Romantic,,,Romantic,
'Tis Evening Brings My Heart to Thee,"Tucker, Henry L.","https://imslp.org/wiki/'Tis_Evening_Brings_My_Heart_to_Thee_(Tucker,_Henry_L.)","voice, piano",B-flat major,Romantic,,,Romantic,3-4 minutes
'Tis Finished!,"Work, Henry Clay","https://imslp.org/wiki/'Tis_Finished!_(Work,_Henry_Clay)","voice, mixed chorus(SATB) & piano",B-flat major,Romantic,,,Romantic,4 minutes
'Tis Hard to Give the Hand,"Glover, Charles William","https://imslp.org/wiki/'Tis_Hard_to_Give_the_Hand_(Glover,_Charles_William)","voice, piano",E-flat major,Romantic,,,Romantic,2-3 minutes
'Tis Home Where'er the Heart Is,"Hewitt, John Hill","https://imslp.org/wiki/'Tis_Home_Where'er_the_Heart_Is_(Hewitt,_John_Hill)","voice, piano",E-flat major,Romantic,,,Romantic,2 minutes
'Tis Lone on the Waters,"Pease, Alfred Humphries","https://imslp.org/wiki/'Tis_Lone_on_the_Waters_(Pease,_Alfred_Humphries)","voice, piano",,Romantic,,,Romantic,
'Tis Love that murmurs in my Breast,"Stevenson, John","https://imslp.org/wiki/'Tis_Love_that_murmurs_in_my_Breast_(Stevenson,_John)",3 voices,E major,Classical,,,Classical,
'Tis Midnight Hour,Anonymous,https://imslp.org/wiki/'Tis_Midnight_Hour_(Anonymous),"Voice, piano",D major,Romantic,,,,
'Tis Moonlight,"Bachlund, Gary","https://imslp.org/wiki/'Tis_Moonlight_(Bachlund,_Gary)","medium voice, piano",,Modern,,2015,Modern,4 minutes
'Tis Not the Loss of Love's Assurance,Anonymous,https://imslp.org/wiki/'Tis_Not_the_Loss_of_Love's_Assurance_(Anonymous),"Voice, piano",B-flat major,Romantic,,,,
'Tis Past - The Spell is Broken,Anonymous,https://imslp.org/wiki/'Tis_Past_-_The_Spell_is_Broken_(Anonymous),"Voice, piano",E-flat major,Romantic,,,,
'Tis Pleasant to Be Young,"Wallace, William Vincent","https://imslp.org/wiki/'Tis_Pleasant_to_Be_Young_(Wallace,_William_Vincent)","voice, piano",B-flat major,Romantic,,,Romantic,1-2 minutes
'Tis Raining,"Grunn, Homer","https://imslp.org/wiki/'Tis_Raining_(Grunn,_Homer)",piano,,Early 20th century,,,Early 20th century,
'Tis Spring,"Ware, Harriet","https://imslp.org/wiki/'Tis_Spring_(Ware,_Harriet)","Voice, piano",,Early 20th century,,,Early 20th century,
'Tis Sunset in the Heart Waltz,"Truax, J. L.","https://imslp.org/wiki/'Tis_Sunset_in_the_Heart_Waltz_(Truax,_J._L.)",piano,G major,Romantic,,,Romantic,
'Tis Sweet to Muse o'er Memory's Page,Anonymous,https://imslp.org/wiki/'Tis_Sweet_to_Muse_o'er_Memory's_Page_(Anonymous),"Voice, with harp or piano",G major,Romantic,,,,
'Tis but a little faded Flower,"Thomas, John Rogers","https://imslp.org/wiki/'Tis_but_a_little_faded_Flower_(Thomas,_John_Rogers)",,,,,,,
'Tis not For the Sake of those Beautiful Eyes,"Heins, C.","https://imslp.org/wiki/'Tis_not_For_the_Sake_of_those_Beautiful_Eyes_(Heins,_C.)","Voice, piano",F major,Romantic,,,Romantic,
